2026-05-04T22:48:44+10:00 | INFO     | src.cli.main:eval_:60 | run dir: /Users/zariftutero/Coding/personal/zarifaziz/runs/2026-05-04T12-48-44Z
2026-05-04T22:52:26+10:00 | INFO     | src.services.evaluator:_flush:128 | [99/421] Single_HII/2017/page_104.pdf-2 turns=5 correct=5/5
2026-05-04T22:52:27+10:00 | INFO     | src.services.evaluator:_flush:128 | [100/421] Single_LMT/2006/page_90.pdf-4 turns=2 correct=0/2
2026-05-04T22:52:31+10:00 | INFO     | src.services.evaluator:_flush:128 | [101/421] Single_DRE/2009/page_72.pdf-2 turns=2 correct=2/2
2026-05-04T22:52:34+10:00 | INFO     | src.services.evaluator:_flush:128 | [102/421] Single_DRE/2002/page_40.pdf-2 turns=5 correct=5/5
2026-05-04T22:52:34+10:00 | INFO     | src.services.evaluator:_flush:128 | [103/421] Single_CDNS/2006/page_30.pdf-3 turns=3 correct=0/3
2026-05-04T22:52:35+10:00 | INFO     | src.services.evaluator:_flush:128 | [104/421] Single_BDX/2018/page_82.pdf-3 turns=6 correct=6/6
2026-05-04T22:52:38+10:00 | INFO     | src.services.evaluator:_flush:128 | [105/421] Double_L/2015/page_59.pdf turns=4 correct=4/4
2026-05-04T22:52:40+10:00 | INFO     | src.services.evaluator:_flush:128 | [106/421] Double_V/2008/page_17.pdf turns=3 correct=1/3
2026-05-04T22:52:40+10:00 | INFO     | src.services.evaluator:_flush:128 | [107/421] Single_SLB/2012/page_44.pdf-2 turns=2 correct=2/2
2026-05-04T22:52:41+10:00 | INFO     | src.services.evaluator:_flush:128 | [108/421] Single_CDNS/2006/page_30.pdf-2 turns=2 correct=0/2
2026-05-04T22:52:42+10:00 | INFO     | src.services.evaluator:_flush:128 | [109/421] Single_ETFC/2014/page_26.pdf-1 turns=3 correct=3/3
2026-05-04T22:52:45+10:00 | INFO     | src.services.evaluator:_flush:128 | [110/421] Single_JPM/2007/page_33.pdf-1 turns=2 correct=2/2
2026-05-04T22:52:46+10:00 | INFO     | src.services.evaluator:_flush:128 | [111/421] Double_IP/2005/page_35.pdf turns=2 correct=2/2
2026-05-04T22:52:50+10:00 | INFO     | src.services.evaluator:_flush:128 | [112/421] Double_EW/2016/page_79.pdf turns=4 correct=4/4
2026-05-04T22:52:50+10:00 | INFO     | src.services.evaluator:_flush:128 | [113/421] Single_ETR/2008/page_355.pdf-1 turns=2 correct=2/2
2026-05-04T22:52:54+10:00 | INFO     | src.services.evaluator:_flush:128 | [114/421] Single_RSG/2017/page_142.pdf-2 turns=5 correct=5/5
2026-05-04T22:52:54+10:00 | INFO     | src.services.evaluator:_flush:128 | [115/421] Single_PM/2017/page_99.pdf-2 turns=5 correct=5/5
2026-05-04T22:52:57+10:00 | INFO     | src.services.evaluator:_flush:128 | [116/421] Double_JPM/2005/page_37.pdf turns=2 correct=2/2
2026-05-04T22:52:59+10:00 | INFO     | src.services.evaluator:_flush:128 | [117/421] Single_APD/2019/page_48.pdf-2 turns=4 correct=0/4
2026-05-04T22:53:03+10:00 | INFO     | src.services.evaluator:_flush:128 | [118/421] Single_HOLX/2015/page_98.pdf-2 turns=3 correct=3/3
2026-05-04T22:53:04+10:00 | INFO     | src.services.evaluator:_flush:128 | [119/421] Single_GS/2017/page_143.pdf-1 turns=5 correct=5/5
2026-05-04T22:53:04+10:00 | INFO     | src.services.evaluator:_flush:128 | [120/421] Double_STT/2009/page_73.pdf turns=3 correct=3/3
2026-05-04T22:53:07+10:00 | INFO     | src.services.evaluator:_flush:128 | [121/421] Single_UNP/2014/page_25.pdf-1 turns=3 correct=3/3
2026-05-04T22:53:14+10:00 | INFO     | src.services.evaluator:_flush:128 | [122/421] Single_IPG/2015/page_37.pdf-2 turns=3 correct=0/3
2026-05-04T22:53:15+10:00 | INFO     | src.services.evaluator:_flush:128 | [123/421] Single_HWM/2016/page_40.pdf-1 turns=4 correct=0/4
2026-05-04T22:53:18+10:00 | INFO     | src.services.evaluator:_flush:128 | [124/421] Single_UA/2009/page_50.pdf-2 turns=4 correct=4/4
2026-05-04T22:53:19+10:00 | INFO     | src.services.evaluator:_flush:128 | [125/421] Double_PM/2017/page_99.pdf turns=7 correct=7/7
2026-05-04T22:53:21+10:00 | INFO     | src.services.evaluator:_flush:128 | [126/421] Single_AES/2017/page_175.pdf-3 turns=5 correct=5/5
2026-05-04T22:53:24+10:00 | INFO     | src.services.evaluator:_flush:128 | [127/421] Single_AON/2011/page_134.pdf-1 turns=3 correct=3/3
2026-05-04T22:53:25+10:00 | INFO     | src.services.evaluator:_flush:128 | [128/421] Single_LMT/2006/page_90.pdf-1 turns=4 correct=2/4
2026-05-04T22:53:27+10:00 | INFO     | src.services.evaluator:_flush:128 | [129/421] Single_MAS/2012/page_70.pdf-1 turns=3 correct=3/3
2026-05-04T22:53:29+10:00 | INFO     | src.services.evaluator:_flush:128 | [130/421] Double_MRO/2007/page_134.pdf turns=3 correct=3/3
2026-05-04T22:53:30+10:00 | INFO     | src.services.evaluator:_flush:128 | [131/421] Single_ADI/2011/page_50.pdf-1 turns=2 correct=2/2
2026-05-04T22:53:38+10:00 | INFO     | src.services.evaluator:_flush:128 | [132/421] Single_LMT/2015/page_54.pdf-2 turns=3 correct=3/3
2026-05-04T22:53:38+10:00 | INFO     | src.services.evaluator:_flush:128 | [133/421] Double_ZBH/2003/page_58.pdf turns=5 correct=5/5
2026-05-04T22:53:41+10:00 | INFO     | src.services.evaluator:_flush:128 | [134/421] Single_ABMD/2006/page_75.pdf-1 turns=5 correct=4/5
2026-05-04T22:53:42+10:00 | INFO     | src.services.evaluator:_flush:128 | [135/421] Double_IPG/2015/page_37.pdf turns=5 correct=1/5
2026-05-04T22:53:44+10:00 | INFO     | src.services.evaluator:_flush:128 | [136/421] Double_BLK/2013/page_124.pdf turns=5 correct=5/5
2026-05-04T22:53:45+10:00 | INFO     | src.services.evaluator:_flush:128 | [137/421] Double_MRO/2017/page_111.pdf turns=2 correct=1/2
2026-05-04T22:53:47+10:00 | INFO     | src.services.evaluator:_flush:128 | [138/421] Single_PM/2018/page_24.pdf-1 turns=3 correct=3/3
2026-05-04T22:53:51+10:00 | INFO     | src.services.evaluator:_flush:128 | [139/421] Single_TROW/2010/page_22.pdf-1 turns=3 correct=1/3
2026-05-04T22:53:52+10:00 | INFO     | src.services.evaluator:_flush:128 | [140/421] Single_ETR/2017/page_26.pdf-1 turns=3 correct=1/3
2026-05-04T22:53:54+10:00 | INFO     | src.services.evaluator:_flush:128 | [141/421] Double_GPN/2017/page_77.pdf turns=2 correct=2/2
2026-05-04T22:54:00+10:00 | INFO     | src.services.evaluator:_flush:128 | [142/421] Single_UNP/2014/page_75.pdf-3 turns=5 correct=5/5
2026-05-04T22:54:00+10:00 | INFO     | src.services.evaluator:_flush:128 | [143/421] Double_AMAT/2014/page_18.pdf turns=5 correct=1/5
2026-05-04T22:54:02+10:00 | INFO     | src.services.evaluator:_flush:128 | [144/421] Double_IP/2007/page_75.pdf turns=4 correct=4/4
2026-05-04T22:54:05+10:00 | INFO     | src.services.evaluator:_flush:128 | [145/421] Single_AES/2002/page_46.pdf-1 turns=5 correct=5/5
2026-05-04T22:54:11+10:00 | INFO     | src.services.evaluator:_flush:128 | [146/421] Double_LMT/2006/page_90.pdf turns=6 correct=5/6
2026-05-04T22:54:11+10:00 | INFO     | src.services.evaluator:_flush:128 | [147/421] Single_IP/2009/page_37.pdf-1 turns=2 correct=2/2
2026-05-04T22:54:14+10:00 | INFO     | src.services.evaluator:_flush:128 | [148/421] Single_ETR/2011/page_341.pdf-1 turns=4 correct=4/4
2026-05-04T22:54:14+10:00 | INFO     | src.services.evaluator:_flush:128 | [149/421] Single_K/2013/page_62.pdf-1 turns=5 correct=5/5
2026-05-04T22:54:14+10:00 | INFO     | src.services.evaluator:_flush:128 | [150/421] Single_PM/2018/page_31.pdf-1 turns=5 correct=5/5
2026-05-04T22:54:20+10:00 | INFO     | src.services.evaluator:_flush:128 | [151/421] Single_CME/2010/page_42.pdf-1 turns=3 correct=3/3
2026-05-04T22:54:23+10:00 | INFO     | src.services.evaluator:_flush:128 | [152/421] Double_AES/2002/page_46.pdf turns=4 correct=3/4
2026-05-04T22:54:25+10:00 | INFO     | src.services.evaluator:_flush:128 | [153/421] Single_PPG/2013/page_40.pdf-3 turns=4 correct=4/4
2026-05-04T22:54:25+10:00 | INFO     | src.services.evaluator:_flush:128 | [154/421] Double_IP/2007/page_31.pdf turns=4 correct=4/4
2026-05-04T22:54:28+10:00 | INFO     | src.services.evaluator:_flush:128 | [155/421] Single_IPG/2008/page_21.pdf-3 turns=2 correct=2/2
2026-05-04T22:54:28+10:00 | INFO     | src.services.evaluator:_flush:128 | [156/421] Double_MSI/2006/page_61.pdf turns=5 correct=0/5
2026-05-04T22:54:33+10:00 | INFO     | src.services.evaluator:_flush:128 | [157/421] Single_SNPS/2006/page_69.pdf-2 turns=3 correct=3/3
2026-05-04T22:54:34+10:00 | INFO     | src.services.evaluator:_flush:128 | [158/421] Double_BLK/2012/page_37.pdf turns=2 correct=2/2
2026-05-04T22:54:36+10:00 | INFO     | src.services.evaluator:_flush:128 | [159/421] Single_C/2010/page_223.pdf-3 turns=4 correct=4/4
2026-05-04T22:54:38+10:00 | INFO     | src.services.evaluator:_flush:128 | [160/421] Single_LKQ/2016/page_26.pdf-1 turns=5 correct=5/5
2026-05-04T22:54:43+10:00 | INFO     | src.services.evaluator:_flush:128 | [161/421] Double_BLL/2010/page_28.pdf turns=3 correct=3/3
2026-05-04T22:54:44+10:00 | INFO     | src.services.evaluator:_flush:128 | [162/421] Single_IPG/2008/page_62.pdf-4 turns=6 correct=0/6
2026-05-04T22:54:44+10:00 | INFO     | src.services.evaluator:_flush:128 | [163/421] Single_ETR/2002/page_24.pdf-1 turns=3 correct=3/3
2026-05-04T22:54:45+10:00 | INFO     | src.services.evaluator:_flush:128 | [164/421] Double_KHC/2016/page_23.pdf turns=2 correct=2/2
2026-05-04T22:54:48+10:00 | INFO     | src.services.evaluator:_flush:128 | [165/421] Single_C/2017/page_328.pdf-4 turns=5 correct=5/5
2026-05-04T22:54:51+10:00 | INFO     | src.services.evaluator:_flush:128 | [166/421] Single_L/2015/page_59.pdf-1 turns=2 correct=2/2
2026-05-04T22:54:54+10:00 | INFO     | src.services.evaluator:_flush:128 | [167/421] Single_AMT/2004/page_81.pdf-3 turns=2 correct=0/2
2026-05-04T22:54:55+10:00 | INFO     | src.services.evaluator:_flush:128 | [168/421] Double_AMT/2005/page_54.pdf turns=4 correct=3/4
2026-05-04T22:54:58+10:00 | INFO     | src.services.evaluator:_flush:128 | [169/421] Double_STT/2011/page_83.pdf turns=5 correct=5/5
2026-05-04T22:55:06+10:00 | INFO     | src.services.evaluator:_flush:128 | [170/421] Single_FRT/2005/page_117.pdf-2 turns=4 correct=4/4
2026-05-04T22:55:09+10:00 | INFO     | src.services.evaluator:_flush:128 | [171/421] Double_AES/2016/page_185.pdf turns=4 correct=2/4
2026-05-04T22:55:09+10:00 | INFO     | src.services.evaluator:_flush:128 | [172/421] Double_AMT/2010/page_34.pdf turns=6 correct=3/6
2026-05-04T22:55:09+10:00 | INFO     | src.services.evaluator:_flush:128 | [173/421] Single_NWS/2016/page_61.pdf-1 turns=4 correct=3/4
2026-05-04T22:55:11+10:00 | INFO     | src.services.evaluator:_flush:128 | [174/421] Double_FBHS/2017/page_23.pdf turns=5 correct=2/5
2026-05-04T22:55:15+10:00 | INFO     | src.services.evaluator:_flush:128 | [175/421] Single_AON/2010/page_115.pdf-2 turns=2 correct=2/2
2026-05-04T22:55:16+10:00 | INFO     | src.services.evaluator:_flush:128 | [176/421] Single_ETR/2013/page_118.pdf-1 turns=4 correct=4/4
2026-05-04T22:55:19+10:00 | INFO     | src.services.evaluator:_flush:128 | [177/421] Single_UNP/2014/page_35.pdf-4 turns=4 correct=4/4
2026-05-04T22:55:20+10:00 | INFO     | src.services.evaluator:_flush:128 | [178/421] Double_ETR/2008/page_355.pdf turns=4 correct=4/4
2026-05-04T22:55:23+10:00 | INFO     | src.services.evaluator:_flush:128 | [179/421] Double_IP/2006/page_32.pdf turns=4 correct=4/4
2026-05-04T22:55:26+10:00 | INFO     | src.services.evaluator:_flush:128 | [180/421] Single_IPG/2015/page_48.pdf-2 turns=2 correct=2/2
2026-05-04T22:55:28+10:00 | INFO     | src.services.evaluator:_flush:128 | [181/421] Double_MAS/2018/page_60.pdf turns=4 correct=1/4
2026-05-04T22:55:33+10:00 | INFO     | src.services.evaluator:_flush:128 | [182/421] Single_RE/2017/page_159.pdf-2 turns=5 correct=5/5
2026-05-04T22:55:35+10:00 | INFO     | src.services.evaluator:_flush:128 | [183/421] Single_APD/2016/page_96.pdf-2 turns=5 correct=5/5
