2026-05-04T23:10:30+10:00 | INFO     | src.cli.main:eval_:60 | run dir: /Users/zariftutero/Coding/personal/zarifaziz/runs/2026-05-04T13-10-30Z
2026-05-04T23:11:17+10:00 | INFO     | src.services.evaluator:_flush:128 | [21/100] Single_RSG/2012/page_145.pdf-1 turns=4 correct=3/4
2026-05-04T23:11:20+10:00 | INFO     | src.services.evaluator:_flush:128 | [22/100] Double_ETR/2004/page_86.pdf turns=3 correct=3/3
2026-05-04T23:11:30+10:00 | INFO     | src.services.evaluator:_flush:128 | [23/100] Single_ABMD/2003/page_27.pdf-4 turns=5 correct=5/5
2026-05-04T23:11:30+10:00 | INFO     | src.services.evaluator:_flush:128 | [24/100] Single_ZBH/2004/page_68.pdf-1 turns=4 correct=4/4
2026-05-04T23:11:32+10:00 | INFO     | src.services.evaluator:_flush:128 | [25/100] Double_BLK/2017/page_35.pdf turns=5 correct=5/5
2026-05-04T23:11:34+10:00 | INFO     | src.services.evaluator:_flush:128 | [26/100] Single_UNP/2014/page_24.pdf-4 turns=5 correct=5/5
2026-05-04T23:11:36+10:00 | INFO     | src.services.evaluator:_flush:128 | [27/100] Double_STT/2008/page_116.pdf turns=6 correct=3/6
2026-05-04T23:11:38+10:00 | INFO     | src.services.evaluator:_flush:128 | [28/100] Single_LMT/2012/page_72.pdf-1 turns=3 correct=3/3
2026-05-04T23:11:41+10:00 | INFO     | src.services.evaluator:_flush:128 | [29/100] Single_ORLY/2006/page_40.pdf-2 turns=2 correct=1/2
2026-05-04T23:11:44+10:00 | INFO     | src.services.evaluator:_flush:128 | [30/100] Double_CDW/2015/page_54.pdf turns=5 correct=4/5
2026-05-04T23:11:47+10:00 | INFO     | src.services.evaluator:_flush:128 | [31/100] Single_RE/2016/page_40.pdf-4 turns=3 correct=3/3
2026-05-04T23:11:49+10:00 | INFO     | src.services.evaluator:_flush:128 | [32/100] Double_IPG/2007/page_97.pdf turns=4 correct=4/4
2026-05-04T23:11:53+10:00 | INFO     | src.services.evaluator:_flush:128 | [33/100] Double_AWK/2013/page_123.pdf turns=6 correct=1/6
2026-05-04T23:11:53+10:00 | INFO     | src.services.evaluator:_flush:128 | [34/100] Double_SWKS/2011/page_112.pdf turns=4 correct=4/4
2026-05-04T23:11:55+10:00 | INFO     | src.services.evaluator:_flush:128 | [35/100] Single_C/2015/page_314.pdf-3 turns=4 correct=4/4
2026-05-04T23:11:57+10:00 | INFO     | src.services.evaluator:_flush:128 | [36/100] Double_AOS/2016/page_24.pdf turns=4 correct=4/4
2026-05-04T23:11:58+10:00 | INFO     | src.services.evaluator:_flush:128 | [37/100] Double_CAG/2007/page_79.pdf turns=2 correct=2/2
2026-05-04T23:12:02+10:00 | INFO     | src.services.evaluator:_flush:128 | [38/100] Single_KIM/2008/page_126.pdf-1 turns=2 correct=2/2
2026-05-04T23:12:03+10:00 | INFO     | src.services.evaluator:_flush:128 | [39/100] Single_ETR/2013/page_14.pdf-2 turns=2 correct=2/2
2026-05-04T23:12:03+10:00 | INFO     | src.services.evaluator:_flush:128 | [40/100] Single_HOLX/2008/page_128.pdf-2 turns=4 correct=4/4
2026-05-04T23:12:06+10:00 | INFO     | src.services.evaluator:_flush:128 | [41/100] Single_STT/2013/page_175.pdf-1 turns=3 correct=3/3
2026-05-04T23:12:07+10:00 | INFO     | src.services.evaluator:_flush:128 | [42/100] Double_SWKS/2008/page_105.pdf turns=6 correct=5/6
2026-05-04T23:12:10+10:00 | INFO     | src.services.evaluator:_flush:128 | [43/100] Single_UPS/2016/page_34.pdf-2 turns=2 correct=2/2
2026-05-04T23:12:14+10:00 | INFO     | src.services.evaluator:_flush:128 | [44/100] Double_ETFC/2013/page_159.pdf turns=2 correct=2/2
2026-05-04T23:12:15+10:00 | INFO     | src.services.evaluator:_flush:128 | [45/100] Double_JPM/2013/page_158.pdf turns=4 correct=4/4
2026-05-04T23:12:16+10:00 | INFO     | src.services.evaluator:_flush:128 | [46/100] Double_HIG/2012/page_132.pdf turns=2 correct=2/2
2026-05-04T23:12:17+10:00 | INFO     | src.services.evaluator:_flush:128 | [47/100] Double_JKHY/2008/page_30.pdf turns=4 correct=4/4
2026-05-04T23:12:19+10:00 | INFO     | src.services.evaluator:_flush:128 | [48/100] Single_IPG/2018/page_26.pdf-2 turns=6 correct=1/6
2026-05-04T23:12:25+10:00 | INFO     | src.services.evaluator:_flush:128 | [49/100] Single_ADI/2010/page_82.pdf-1 turns=4 correct=4/4
2026-05-04T23:12:27+10:00 | INFO     | src.services.evaluator:_flush:128 | [50/100] Single_AWK/2015/page_21.pdf-2 turns=3 correct=3/3
2026-05-04T23:12:28+10:00 | INFO     | src.services.evaluator:_flush:128 | [51/100] Single_AMAT/2014/page_37.pdf-4 turns=4 correct=4/4
2026-05-04T23:12:28+10:00 | INFO     | src.services.evaluator:_flush:128 | [52/100] Single_PPG/2011/page_28.pdf-2 turns=5 correct=5/5
2026-05-04T23:12:32+10:00 | INFO     | src.services.evaluator:_flush:128 | [53/100] Single_ADI/2010/page_90.pdf-4 turns=3 correct=0/3
2026-05-04T23:12:34+10:00 | INFO     | src.services.evaluator:_flush:128 | [54/100] Single_CDNS/2007/page_30.pdf-2 turns=2 correct=2/2
2026-05-04T23:12:36+10:00 | INFO     | src.services.evaluator:_flush:128 | [55/100] Single_TFX/2014/page_44.pdf-2 turns=3 correct=3/3
2026-05-04T23:12:38+10:00 | INFO     | src.services.evaluator:_flush:128 | [56/100] Single_JPM/2009/page_206.pdf-3 turns=2 correct=2/2
2026-05-04T23:12:38+10:00 | INFO     | src.services.evaluator:_flush:128 | [57/100] Double_WRK/2019/page_31.pdf turns=5 correct=5/5
2026-05-04T23:12:40+10:00 | INFO     | src.services.evaluator:_flush:128 | [58/100] Single_IP/2007/page_30.pdf-4 turns=5 correct=5/5
2026-05-04T23:12:45+10:00 | INFO     | src.services.evaluator:_flush:128 | [59/100] Double_FIS/2010/page_93.pdf turns=3 correct=3/3
2026-05-04T23:12:45+10:00 | INFO     | src.services.evaluator:_flush:128 | [60/100] Single_ZBH/2018/page_61.pdf-1 turns=2 correct=2/2
2026-05-04T23:12:47+10:00 | INFO     | src.services.evaluator:_flush:128 | [61/100] Single_ETR/2017/page_25.pdf-3 turns=4 correct=4/4
2026-05-04T23:12:49+10:00 | INFO     | src.services.evaluator:_flush:128 | [62/100] Double_HOLX/2007/page_154.pdf turns=2 correct=2/2
2026-05-04T23:12:52+10:00 | INFO     | src.services.evaluator:_flush:128 | [63/100] Single_UPS/2007/page_32.pdf-2 turns=5 correct=5/5
2026-05-04T23:12:55+10:00 | INFO     | src.services.evaluator:_flush:128 | [64/100] Double_IP/2009/page_72.pdf turns=4 correct=4/4
2026-05-04T23:12:56+10:00 | INFO     | src.services.evaluator:_flush:128 | [65/100] Single_GPN/2013/page_98.pdf-3 turns=4 correct=3/4
2026-05-04T23:12:58+10:00 | INFO     | src.services.evaluator:_flush:128 | [66/100] Single_UNP/2011/page_41.pdf-1 turns=2 correct=2/2
2026-05-04T23:13:03+10:00 | INFO     | src.services.evaluator:_flush:128 | [67/100] Double_LLY/2018/page_42.pdf turns=4 correct=4/4
2026-05-04T23:13:03+10:00 | INFO     | src.services.evaluator:_flush:128 | [68/100] Single_APD/2019/page_100.pdf-2 turns=3 correct=1/3
2026-05-04T23:13:05+10:00 | INFO     | src.services.evaluator:_flush:128 | [69/100] Single_AWK/2014/page_122.pdf-2 turns=4 correct=4/4
2026-05-04T23:13:07+10:00 | INFO     | src.services.evaluator:_flush:128 | [70/100] Single_GIS/2019/page_38.pdf-2 turns=3 correct=3/3
2026-05-04T23:13:14+10:00 | INFO     | src.services.evaluator:_flush:128 | [71/100] Single_AMT/2014/page_157.pdf-4 turns=3 correct=3/3
2026-05-04T23:13:16+10:00 | INFO     | src.services.evaluator:_flush:128 | [72/100] Single_UNP/2012/page_74.pdf-2 turns=4 correct=4/4
2026-05-04T23:13:16+10:00 | INFO     | src.services.evaluator:_flush:128 | [73/100] Single_UNP/2011/page_80.pdf-2 turns=4 correct=2/4
2026-05-04T23:13:19+10:00 | INFO     | src.services.evaluator:_flush:128 | [74/100] Double_CDW/2013/page_103.pdf turns=4 correct=1/4
2026-05-04T23:13:21+10:00 | INFO     | src.services.evaluator:_flush:128 | [75/100] Single_HII/2011/page_72.pdf-3 turns=5 correct=2/5
2026-05-04T23:13:24+10:00 | INFO     | src.services.evaluator:_flush:128 | [76/100] Double_GIS/2018/page_83.pdf turns=2 correct=2/2
2026-05-04T23:13:25+10:00 | INFO     | src.services.evaluator:_flush:128 | [77/100] Double_SLG/2012/page_87.pdf turns=3 correct=2/3
2026-05-04T23:13:28+10:00 | INFO     | src.services.evaluator:_flush:128 | [78/100] Single_SLG/2011/page_58.pdf-5 turns=5 correct=5/5
2026-05-04T23:13:30+10:00 | INFO     | src.services.evaluator:_flush:128 | [79/100] Single_MRO/2018/page_93.pdf-1 turns=4 correct=4/4
2026-05-04T23:13:35+10:00 | INFO     | src.services.evaluator:_flush:128 | [80/100] Single_CE/2014/page_16.pdf-1 turns=2 correct=2/2
2026-05-04T23:13:36+10:00 | INFO     | src.services.evaluator:_flush:128 | [81/100] Single_HOLX/2007/page_133.pdf-2 turns=3 correct=3/3
2026-05-04T23:13:40+10:00 | INFO     | src.services.evaluator:_flush:128 | [82/100] Single_L/2008/page_120.pdf-2 turns=3 correct=2/3
2026-05-04T23:13:40+10:00 | INFO     | src.services.evaluator:_flush:128 | [83/100] Double_ADI/2009/page_49.pdf turns=5 correct=2/5
2026-05-04T23:13:41+10:00 | INFO     | src.services.evaluator:_flush:128 | [84/100] Double_ADI/2019/page_85.pdf turns=5 correct=3/5
2026-05-04T23:13:45+10:00 | INFO     | src.services.evaluator:_flush:128 | [85/100] Single_ETR/2008/page_130.pdf-4 turns=3 correct=3/3
2026-05-04T23:13:47+10:00 | INFO     | src.services.evaluator:_flush:128 | [86/100] Single_IPG/2018/page_52.pdf-2 turns=2 correct=0/2
2026-05-04T23:13:48+10:00 | INFO     | src.services.evaluator:_flush:128 | [87/100] Double_SNPS/2012/page_61.pdf turns=4 correct=4/4
2026-05-04T23:13:56+10:00 | INFO     | src.services.evaluator:_flush:128 | [88/100] Single_LKQ/2012/page_25.pdf-2 turns=5 correct=5/5
2026-05-04T23:13:57+10:00 | INFO     | src.services.evaluator:_flush:128 | [89/100] Single_AON/2015/page_50.pdf-1 turns=3 correct=3/3
2026-05-04T23:14:00+10:00 | INFO     | src.services.evaluator:_flush:128 | [90/100] Single_CAT/2017/page_103.pdf-3 turns=5 correct=5/5
2026-05-04T23:14:00+10:00 | INFO     | src.services.evaluator:_flush:128 | [91/100] Double_IPG/2014/page_37.pdf turns=6 correct=6/6
2026-05-04T23:14:02+10:00 | INFO     | src.services.evaluator:_flush:128 | [92/100] Single_ETR/2016/page_267.pdf-2 turns=2 correct=2/2
2026-05-04T23:14:03+10:00 | INFO     | src.services.evaluator:_flush:128 | [93/100] Single_TFX/2006/page_50.pdf-1 turns=6 correct=6/6
2026-05-04T23:14:06+10:00 | INFO     | src.services.evaluator:_flush:128 | [94/100] Single_ETR/2016/page_144.pdf-2 turns=2 correct=2/2
2026-05-04T23:14:08+10:00 | INFO     | src.services.evaluator:_flush:128 | [95/100] Single_LMT/2012/page_45.pdf-3 turns=3 correct=3/3
2026-05-04T23:14:09+10:00 | INFO     | src.services.evaluator:_flush:128 | [96/100] Single_MRO/2014/page_22.pdf-4 turns=2 correct=0/2
2026-05-04T23:14:15+10:00 | INFO     | src.services.evaluator:_flush:128 | [97/100] Single_CB/2008/page_83.pdf-2 turns=6 correct=0/6
2026-05-04T23:14:16+10:00 | INFO     | src.services.evaluator:_flush:128 | [98/100] Single_LMT/2007/page_55.pdf-3 turns=5 correct=5/5
2026-05-04T23:14:17+10:00 | INFO     | src.services.evaluator:_flush:128 | [99/100] Single_IP/2009/page_36.pdf-1 turns=3 correct=2/3
2026-05-04T23:14:25+10:00 | INFO     | src.services.evaluator:_flush:128 | [100/100] Single_PPG/2005/page_24.pdf-2 turns=3 correct=1/3
